crim,zn,indus,chas,nox,win_rm,age,dis,rad,tax,ptratio,b,log_lstat,medv
0.0,0.18,0.06781524926686218,0.0,0.31481481481481477,0.5511708586296615,0.6416065911431514,0.26920313906646415,0.0,0.20801526717557245,0.2872340425531916,0.9999999999999999,0.34231782050773496,0.34231782050773496
0.0002359225391784276,0.0,0.2423020527859238,0.0,0.17283950617283939,0.48438855160450967,0.7826982492276005,0.3489619801944185,0.043478260869565216,0.10496183206106868,0.5531914893617023,0.9999999999999999,0.5389168479761979,0.5389168479761979
0.00023569774400055392,0.0,0.2423020527859238,0.0,0.17283950617283939,0.8156981786643533,0.5993820803295572,0.3489619801944185,0.043478260869565216,0.10496183206106868,0.5531914893617023,0.9897372535175752,0.2737889149329562,0.2737889149329562
0.00029279571918046875,0.0,0.06304985337243403,0.0,0.15020576131687247,0.7346053772766692,0.44181256436663235,0.44854458983895457,0.08695652173913043,0.06679389312977096,0.6489361702127658,0.9942760603156993,0.17168791754521182,0.17168791754521182
0.0007050700754007986,0.0,0.06304985337243403,0.0,0.15020576131687247,0.7992194275802254,0.5283213182286303,0.44854458983895457,0.08695652173913043,0.06679389312977096,0.6489361702127658,0.9999999999999999,0.36430826880505196,0.36430826880505196
0.000264471526768385,0.0,0.06304985337243403,0.0,0.15020576131687247,0.488291413703382,0.5746652935118435,0.44854458983895457,0.08695652173913043,0.06679389312977096,0.6489361702127658,0.9929900650562308,0.3569357279371702,0.3569357279371702
0.000921323036515279,0.125,0.27162756598240473,0.0,0.28600823045267487,0.3070251517779701,0.6560247167868176,0.4029226418354264,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9967219728680217,0.6384587303262221,0.6384587303262221
0.0015536718718739421,0.125,0.27162756598240473,0.0,0.28600823045267487,0.3764093668690367,0.9598352214212151,0.43838718184215547,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9999999999999999,0.778385985508065,0.778385985508065
0.0023032513924937294,0.125,0.27162756598240473,0.0,0.28600823045267487,0.1418039895923675,1.0,0.4503541907264775,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9741035856573705,0.9229653314062594,0.9229653314062594
0.0018401733260739476,0.125,0.27162756598240473,0.0,0.28600823045267487,0.30355594102341676,0.8547888774459321,0.49673089688912336,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9743053104039537,0.7417281133220441,0.7417281133220441
0.002456674101392516,0.125,0.27162756598240473,0.0,0.28600823045267487,0.465307892454466,0.94129763130793,0.4744155171002738,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.988955570124565,0.7996508215917633,0.7996508215917633
0.0012492992010329788,0.125,0.27162756598240473,0.0,0.28600823045267487,0.3057241977450129,0.82389289392379,0.4635033509443571,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9999999999999999,0.6596305737694363,0.6596305737694363
0.0009830293128416045,0.125,0.27162756598240473,0.0,0.28600823045267487,0.25368603642671284,0.3717816683831102,0.3929561967463558,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.983862020273337,0.7142791223528904,0.7142791223528904
