crim,zn,indus,nox,rm,age,dis,rad,tax,ptratio,b,lstat,medv
-0.5000966795416789,0.42727822124497133,-1.2546632821679364,-0.08312027086416961,0.5032959230232966,-0.0779057607298045,0.12095442734979946,-0.9386115162620229,-0.6077758744401587,-1.483794494677099,0.43991388018182626,-1.128221098860757,24.0
-0.495805419393303,-0.4885806920118252,-0.553675393707039,-0.7087179568746691,0.251194328537688,0.41071332656120785,0.5679085077708088,-0.8164654581721078,-0.9431758435653269,-0.31285299606335343,0.43991388018182626,-0.4849350144130795,21.6
-0.49580950825480696,-0.4885806920118252,-0.553675393707039,-0.7087179568746691,1.5018801609208368,-0.22413483064901257,0.5679085077708088,-0.8164654581721078,-0.9431758435653269,-0.31285299606335343,0.36091635106462944,-1.2751253729533758,34.7
-0.4947709374328084,-0.4885806920118252,-1.2738079093738015,-0.8084509213111251,1.1957567961883129,-0.7698189208353257,1.1259513916712156,-0.6943194000821926,-1.0673980543524262,0.10868594343759429,0.39585383322948337,-1.4436786979649068,33.4
-0.48727196543459833,-0.4885806920118252,-1.2738079093738015,-0.8084509213111251,1.4396732739698435,-0.4702276556349968,1.1259513916712156,-0.6943194000821926,-1.0673980543524262,0.10868594343759429,0.43991388018182626,-1.0740984715634765,36.2
-0.4952861339823037,-0.4885806920118252,-1.2738079093738015,-0.8084509213111251,0.2659275386050279,-0.30973233499196356,1.1259513916712156,-0.6943194000821926,-1.0673980543524262,0.10868594343759429,0.3859548799494416,-1.092654800922544,28.7
-0.4833384806678163,0.1474324421942835,-0.4358623032094092,-0.2100531346923869,-0.41834821785591025,-0.027973883196416686,0.8702942691683995,-0.45002728390236224,-0.5146092163498343,-1.5306321546216493,0.41468125417387725,0.023817682181357575,22.9
-0.4718365132572575,0.1474324421942835,-0.4358623032094092,-0.2100531346923869,-0.15642448332540748,1.02416210768569,1.0690311194297077,-0.45002728390236224,-0.5146092163498343,-1.5306321546216493,0.43991388018182626,1.062972126289144,27.1
-0.4582022045723985,0.1474324421942835,-0.4358623032094092,-0.2100531346923869,-1.0420541107066685,1.1632580522429856,1.1360920668512158,-0.45002728390236224,-0.5146092163498343,-1.5306321546216493,0.24057613471902242,2.729949047045385,16.5
-0.46662525927049703,0.1474324421942835,-0.4358623032094092,-0.2100531346923869,-0.43144440458243544,0.6603727142281484,1.395978717192927,-0.45002728390236224,-0.5146092163498343,-1.5306321546216493,0.24212891170412673,0.7459681664050727,18.9
-0.45541155659596544,0.1474324421942835,-0.4358623032094092,-0.2100531346923869,0.17916530154179905,0.9599639794284768,1.2709273760285036,-0.45002728390236224,-0.5146092163498343,-1.5306321546216493,0.354899340247349,1.2639990276790434,15.0
-0.4773728317335806,0.1474324421942835,-0.4358623032094092,-0.2100531346923869,-0.4232592878783559,0.5533758337994595,1.209777575948101,-0.45002728390236224,-0.5146092163498343,-1.5306321546216493,0.43991388018182626,0.15371198769483088,18.9
-0.4822160881849872,0.1474324421942835,-0.4358623032094092,-0.2100531346923869,-0.619702088776233,-1.0123451831403536,0.8144441184282983,-0.45002728390236224,-0.5146092163498343,-1.5306321546216493,0.31569172137345797,0.5310240179958726,21.7
-0.37263868874113143,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.5214806883272952,-0.19916889188231868,0.4356211069302042,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,0.43991388018182626,-0.6210147630462421,20.4
-0.3709622555245196,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.2808382572273956,0.6104408366947601,0.3104678494323138,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,0.11227793632475383,-0.31174260706178186,18.2
-0.3731232188293473,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.7097383725210943,-0.38819671397300215,0.32916949662357015,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,0.41506944842015303,-0.5885411866678737,19.9
-0.2859200695350038,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.5443990150987146,-1.358301763193114,0.32916949662357015,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,0.24484627142806062,-0.8808033740731888,23.1
-0.34106450020777374,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.4543627313538533,0.510577081627984,0.2065131892956296,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,0.2429053001966794,0.3702024968839532,17.5
-0.3372802588858853,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-1.3285331953494053,-1.0979426874833045,-0.02860779201351844,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,-1.654588175601153,-0.09061301553289278,20.2
-0.35300397579925324,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.8848998699883668,0.07545643455131604,-0.02860779201351844,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,0.3244260919146712,-0.15401380750970717,18.2
-0.2454689626766112,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-1.1419125344964225,1.095493361304816,-0.027894377679247153,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,0.045314428842117775,1.3521415921346147,13.6
-0.32719508198643865,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.4952883148742449,0.778069282699706,0.08135993179773873,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,0.35509343737048693,0.24030819137047985,19.6
-0.24941880288940885,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.20553518354987568,0.8672333497236133,0.06332074077402015,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,0.43991388018182626,0.9964786127524852,15.2
-0.29931109096037894,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.7441158626782226,1.1632580522429856,0.1236042520199504,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,0.39410695912124116,1.1758564632234723,14.5
-0.34800329817994524,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.5624062718476853,0.9528308540665641,0.2787209115572384,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,0.39003091953534086,0.6222593040112885,15.6
-0.32954617735119923,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-1.094438857612769,0.6532395888662357,0.30674790326075607,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,-1.3745060269129088,0.6547328803896569,13.9
-0.3640214131215962,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.7441158626782226,0.817301472190225,0.4226267744131191,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,0.05133143965939818,0.39185154780286546,16.6
-0.3059882017962988,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.3610524009273626,0.7638030319758806,0.3061364052599521,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,-1.3170532784640387,0.7738026604436741,14.8
-0.34335630708072723,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,0.37233405575804523,0.9635305421094333,0.30679886142748963,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,0.26600285785011046,0.08103303103848289,18.4
-0.2964447990461231,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,0.6653612337640454,0.7103045917615362,0.196882095782966,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,0.11635397591065413,-0.04576855291514589,21.0
-0.2702024859138918,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.9078181967597861,0.9528308540665641,0.19382460577894575,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,-0.27300485310432665,1.5964665953623385,12.7
-0.2244256369466286,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.320126817406971,1.1632580522429856,0.16426886907341792,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,0.04841998281232748,0.11814568975661788,14.5
-0.2176238158348388,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.519843664986479,0.5212767696708527,0.06999626061613083,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,-2.7491018529767643,2.3866569539026345,13.2
-0.2659275812115316,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.9274624768495745,0.984929918195171,-0.03334690151974968,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,-0.300178450343658,0.9392632638953604,13.1
-0.17165887923839476,-0.4885806920118252,-0.39610038516645907,-0.08312027086416961,-0.2808382572273956,1.0526946091333407,-0.04730943920477498,-0.5721733419922774,-0.5394536585072541,1.1859521221622404,-2.444175272526847,1.2469890590998982,13.5
-0.4882696476415576,-0.4885806920118252,-0.7171410567725004,-0.43671896295706064,-0.5476730617803455,0.029091119698884317,-0.25088731530578173,-0.45002728390236224,-0.7133647536091932,0.3428742431603434,0.43991388018182626,-0.40143153229727535,18.9
-0.4814678265297678,-0.4885806920118252,-0.7171410567725004,-0.43671896295706064,-0.6982792091353839,-0.2134351426061438,-0.2419186779606561,-0.45002728390236224,-0.7133647536091932,0.3428742431603434,0.06453004403278749,-0.13391111737071712,20.0
-0.48500469173066835,-0.4885806920118252,-0.7171410567725004,-0.43671896295706064,-0.683545999068044,-0.9231811161164462,0.04156160357874359,-0.45002728390236224,-0.7133647536091932,0.3428742431603434,0.43991388018182626,-0.5421503632702048,21.0
-0.4656009994637622,-0.4885806920118252,-0.7171410567725004,-0.43671896295706064,-0.49365129153342874,-1.3262026990645073,-0.002721043312814592,-0.45002728390236224,-0.7133647536091932,0.3428742431603434,0.37256217845291445,-0.3318452972007716,24.7
-0.49573999760924015,3.3274981132248267,-1.1604128097698327,-1.0804499152287335,0.5360363898396088,-1.625793964264836,0.7890669513949311,-0.6943194000821926,-0.8810647381717772,-0.07866469634060431,0.415263545543291,-1.230280910335629,30.8
-0.4945215168810686,3.3274981132248267,-1.1604128097698327,-1.0804499152287335,1.2383194030495193,-1.8397877251222137,0.7890669513949311,-0.6943194000821926,-0.8810647381717772,-0.07866469634060431,0.41506944842015303,-1.5921293328374475,34.9
-0.4753345342738708,-0.4885806920118252,-0.577238011806565,-0.8991172526169945,0.8225154744823456,-2.2998743109655755,0.9520311686092043,-0.6943194000821926,-0.9990758384195215,-0.26601533611880457,0.21689628569617772,-1.1498701497796693,26.6
-0.472460064636607,-0.4885806920118252,-0.577238011806565,-0.8991172526169945,-0.1613355533478546,-2.1679114917701927,0.9520311686092043,-0.6943194000821926,-0.9990758384195215,-0.26601533611880457,0.17730047257600978,-0.9998731541272061,25.3
-0.4688087113135964,-0.4885806920118252,-0.577238011806565,-0.8991172526169945,-0.09258057303359653,-2.171478054451149,0.9520311686092043,-0.6943194000821926,-0.9990758384195215,-0.26601533611880457,0.39255418213613574,-0.7478163469998708,24.7
-0.4763056388810545,-0.4885806920118252,-0.577238011806565,-0.8991172526169945,-0.32503788742941814,-0.9766795563307906,0.9520311686092043,-0.6943194000821926,-0.9990758384195215,-0.26601533611880457,0.29414694070513125,-0.42153422243626515,21.2
-0.4663431278267258,-0.4885806920118252,-0.577238011806565,-0.8991172526169945,-0.9585659203250705,-1.197806442550081,0.635835744026789,-0.6943194000821926,-0.9990758384195215,-0.26601533611880457,0.43991388018182626,-0.31947441096139323,19.3
-0.462879862132896,-0.4885806920118252,-0.577238011806565,-0.8991172526169945,-0.7883154928802452,-1.2156392559548623,0.635835744026789,-0.6943194000821926,-0.9990758384195215,-0.26601533611880457,0.43991388018182626,0.28979173632799354,20.0
-0.4545160959266044,-0.4885806920118252,-0.577238011806565,-0.8991172526169945,-0.3888817977212276,0.646106463504323,0.9359793460880985,-0.6943194000821926,-0.9990758384195215,-0.26601533611880457,0.35916947695638723,1.008849498991864,16.6
-0.44948679627676885,-0.4885806920118252,-0.577238011806565,-0.8991172526169945,-1.4218435257758975,0.9956296062380396,1.0280097952091043,-0.6943194000821926,-0.9990758384195215,-0.26601533611880457,0.43991388018182626,2.866028795678548,14.4
-0.4564583051409718,-0.4885806920118252,-0.577238011806565,-0.8991172526169945,-1.089527787590322,-0.192035766520406,1.1389457241883012,-0.6943194000821926,-0.9990758384195215,-0.26601533611880457,0.43991388018182626,0.6067956962120652,19.4
-0.48324852571472987,0.5799213734544374,-0.7642662929715525,-0.980716950792277,-0.49856236155587585,-0.7733854835162818,1.5094115963420738,-0.5721733419922774,-0.9369647330259719,-0.7812295955088516,0.41390486568132456,0.18154648173343227,19.7
-0.49252206360564615,0.5799213734544374,-0.7642662929715525,-0.980716950792277,-0.2497348137518982,-0.15637013971084304,1.5094115963420738,-0.5721733419922774,-0.9369647330259719,-0.7812295955088516,0.38304342310237094,-0.4400905517953329,20.5
-0.4904306109463853,0.5799213734544374,-0.7642662929715525,-0.980716950792277,0.3985264292110955,-1.65075990303153,1.5094115963420738,-0.5721733419922774,-0.9369647330259719,-0.7812295955088516,0.43991388018182626,-1.081830275463088,25.0
-0.4912054502013803,0.5799213734544374,-0.7642662929715525,-0.980716950792277,-0.44126654462732817,-1.6400602149886612,1.5094115963420738,-0.5721733419922774,-0.9369647330259719,-0.7812295955088516,0.43991388018182626,-0.5947266297875631,23.4
-0.498608333954248,3.3274981132248267,-1.0057831284916936,-1.2436493115792986,-0.6213391121170492,-0.7056207925781123,1.766750338347101,-0.6943194000821926,0.4667462488682504,1.2327897821067908,0.43991388018182626,0.3903051870229432,18.9
-0.4698125268128115,0.7834455764003923,-0.8393721381637914,-0.8537840869640598,-0.20062411352743,-1.3618683258740703,2.0190442218454954,-0.08358910963261673,-0.6823092009124183,0.5770625428830924,0.3191854695899435,-0.8375052722353643,23.3
-0.48027387897061985,0.7834455764003923,-0.8393721381637914,-0.8537840869640598,-0.5574952018252397,-0.7198870433019373,1.5691855259206673,-0.08358910963261673,-0.6823092009124183,0.5770625428830924,0.43991388018182626,-0.4725641281737011,19.6
